18096546;3763339
82181276;3375205
23339354;3370822
40641831;3055972
37961961;2912660
66594468;3031109
32940778;2756544
65015868;2737600
46119309;2738938
32770791;2700279
80317669;2664144
58202732;2989735
26464286;2746198
30004615;3037005
84452253;2877065
08823186;3638183
57058730;3907389
44083345;3777934
42766148;3814481
31435569;3808194
71406492;3756846
01882738;4044837
08476935;3827238
23408558;3815057
76008671;3776450
43241466;4124925
77240146;3845490
97191815;3803939
37807850;3659055
30914524;3888815
03629610;3581450
56285369;3639908
00686084;3707430
55614604;3576806
55713078;3812195
71837824;2940345
56405683;2704706
56371375;3737716
94254219;3589787
74447197;3834386
20535079;2861410
26623227;2904987
38259748;3655779
46356497;3578453
62092738;4049834
92389173;3867051
06393210;4253725
05996468;4501292
99840291;3863449
17745486;3581686
36090246;3701600
39360676;3550669
17994808;3879016
47514071;3614825
39768758;3595550
33159702;3540861
80123239;3689125
67710175;3803098
49111798;3571827
05696377;3796735
54350933;3466335
46124263;3009169
09539303;3275918
51311946;3044554
72070697;3270030
78497819;3585312
83837786;3834115
13351712;3066388
14512745;2898880
55620596;3172357
47951900;3352989
32755607;3327909
35706460;3287870
15293177;3013204
25723644;3164965
17559225;3557797
95493804;3679463
59998786;3751052
91689005;3179519
04625369;3361175
04697460;3555420
84834765;3792365
05244072;2883710
17983277;2792516
80347014;3318290
95900882;3113805
07008568;2853923
56067016;3207665
59767302;2914067
53872095;2922044
53566051;3728193
40650402;3618507
41513298;3830670
14171424;3591729
85777138;3486927
89153845;5760276
89241751;3798871
88050090;3418204
66524168;3575254
81760679;3371643
57433820;3308474
18710549;3311045
01891650;2979729
06308218;3120789
13765442;3336212
46364508;3239554
61830232;3505088
22027096;3162055
24576298;3528839
28652222;3393723
49967069;3320516
08028658;3270121
01823152;3006796
08786622;3148095
07140244;3384403
93380852;3327363
74568608;3462833
91502096;3067740
88268731;3218097
41880859;3406875
57433586;3261215
68708509;3346854
35318811;3029350
37339298;3046966
79561907;3461516
70063204;3252275
53925860;3470696
56576070;3049396
12849459;2917909
61865069;3490627
46346700;3240485
27960453;3348425
62947629;3040752
63313810;2946001
19632276;3560037
53479503;3571829
72491990;3823520
12661673;3097818
35786542;2881958
76070996;3494553
63996691;3325072
94964185;3463485
67568555;3278401
86072522;3724844
36548613;3473405
49508150;3237638
66165369;3472101
66586366;3048819
86422443;3054186
02689515;3148114
45175317;3002589
53994873;3119095
29815004;2807408
20411045;2840772
36670244;3470550
80626615;3228727
77678168;2866931
49112674;3184700
30307307;2989154
36284258;2970920
41524258;3527514
13779385;3770096
71968126;3753210
23489092;2897493
03503403;2889331
99364907;3381145
31814879;3367997
45579269;3155457
14696834;2941804
34095554;3114686
03640459;3606245
58996142;2945045
33401149;3163338
77209277;2976691
86294710;2855435
72081930;2829688
68403538;2755857
56182749;2829157
79814631;2811767
55712655;2777341
15785471;3092489
54695931;3615143
98523564;3614414
83589118;2923289
85619640;3446459
19280931;2968347
14760065;2768510
24026363;2699968
44202902;2814323
85727410;2642856
48574468;3016724
15607700;3046304
03400992;3008088
47019334;2896120
99286081;2990812
88749675;2706557
68216912;2654225
21489694;2695020
34364145;2709487
59067889;2695015
81519942;2980405
22252188;3734550
57576586;2983709
71531691;2795920
24658253;3175359
11515444;3221380
68498661;2917897
74628559;2789798
43235625;2755648
65368875;2723081
58333944;2822433
19018930;3111380
29798316;2792006
23160624;2732354
15370302;2707080
90562270;2678831
69789022;2663121
36217711;2861024
61231683;2665191
51265949;2619346
61369143;2592122
46575194;2752137
64687223;2793872
13862393;2920806
86905009;2658395
42452584;2606459
23132370;2580755
15377787;2568038
49206143;2567003
34554600;2666270
27046452;2700327
83262152;2609370
84595813;2680951
65452590;2783664
21144467;2740375
20115210;2723566
67717336;2828425
84042557;2633427
53696157;3296425
24821814;3581715
24396372;2738475
58753091;2871139
26163849;2636810
68543244;2985941
53660830;3554920
64368355;3552647
38616389;3277495
47405209;2831563
94049593;2706785
83011304;3334725
34572298;3585155
99473949;3674993
39927186;3812313
21974416;3588283
33789265;3603661
76031570;3608327
92375936;3547225
51174702;3138021
42457824;2995552
06214965;2877249
79803050;2774361
69195131;2947322
88834580;3000639
50769867;2776881
88128462;2786420
68216800;2759883
55802145;2749782
72139485;2789090
00355030;2817968
16650182;2662145
32055714;3390239
43975627;3098210
78702537;3592512
36466708;3432389
90624416;2779636
24047231;2717833
51915013;2687845
67097056;2668386
30231247;2660329
89460343;2858398
25962728;2656233
68872918;2746805
32927136;2989597
04722078;2889421
81455576;2870423
42792650;2956785
22145100;2741341
06623557;2701692
30099999;2667216
38876244;2655357
40627933;2687729
64875567;2884202
22565710;2838420
87131898;2856560
51650960;2825539
75156396;2762917
51673976;2777118
19749669;2809374
56534596;2647516
85587714;2644226
81851182;2642874
94369162;2637802
52698230;2695678
03432069;3063927
