18096546;6575
82181276;1166
23339354;742
40641831;566
37961961;475
66594468;471
32940778;586
65015868;482
46119309;482
32770791;517
80317669;485
58202732;438
26464286;544
30004615;393
84452253;440
08823186;354
57058730;564
44083345;521
42766148;472
31435569;389
71406492;419
01882738;470
08476935;419
23408558;425
76008671;417
43241466;339
77240146;462
97191815;520
37807850;481
30914524;405
03629610;444
56285369;470
00686084;397
55614604;450
55713078;444
71837824;375
56405683;2269
56371375;349
94254219;451
74447197;412
20535079;442
26623227;570
38259748;513
46356497;412
62092738;376
92389173;356
06393210;446
05996468;344
99840291;465
17745486;462
36090246;365
39360676;357
17994808;426
47514071;372
39768758;357
33159702;410
80123239;388
67710175;375
49111798;399
05696377;405
54350933;449
46124263;428
09539303;460
51311946;380
72070697;406
78497819;448
83837786;386
13351712;412
14512745;401
55620596;484
47951900;495
32755607;441
35706460;396
15293177;446
25723644;457
17559225;416
95493804;383
59998786;400
91689005;373
04625369;380
04697460;441
84834765;374
05244072;356
17983277;379
80347014;382
95900882;373
07008568;54530
56067016;899
59767302;668
53872095;575
53566051;564
40650402;606
41513298;558
14171424;559
85777138;638
89153845;607
89241751;639
88050090;628
66524168;576
81760679;685
57433820;2431192
18710549;2370
01891650;809
06308218;535
13765442;610
46364508;513
61830232;448
22027096;464
24576298;429
28652222;414
49967069;435
08028658;382
01823152;491
08786622;402
07140244;401
93380852;962
74568608;843
91502096;3823
88268731;909
41880859;735
57433586;610
68708509;565
35318811;528
37339298;586
79561907;442
70063204;421
53925860;570
56576070;535
12849459;450
61865069;535
46346700;436
27960453;484
62947629;406
63313810;388
19632276;402
53479503;525
72491990;463
12661673;531
35786542;492
76070996;421
63996691;446
94964185;9585
67568555;653
86072522;563
36548613;442
49508150;402
66165369;435
66586366;437
86422443;480
02689515;425
45175317;548
53994873;494
29815004;416
20411045;429
36670244;378
80626615;375
77678168;408
49112674;433
30307307;461
36284258;472
41524258;550
13779385;477
71968126;403
23489092;445
03503403;403
99364907;912
31814879;541
45579269;595
14696834;529
34095554;417
03640459;6078
58996142;492
33401149;545
77209277;408
86294710;380
72081930;453
68403538;535
56182749;538
79814631;389
55712655;455
15785471;457
54695931;524
98523564;458
83589118;398
85619640;472
19280931;479
14760065;413
24026363;400
44202902;459
85727410;510
48574468;443
15607700;476
03400992;402
47019334;390
99286081;518
88749675;434
68216912;481
21489694;437
34364145;428
59067889;472
81519942;12149
22252188;732
57576586;493
71531691;483
24658253;485
11515444;921
68498661;419
74628559;538
43235625;406
65368875;406
58333944;425
19018930;493
29798316;419
23160624;472
15370302;504
90562270;404
69789022;478
36217711;456
61231683;393
51265949;389
61369143;447
46575194;420
64687223;413
13862393;491
86905009;420
42452584;412
23132370;396
15377787;448
49206143;468
34554600;410
27046452;597
83262152;465
84595813;396
65452590;433
21144467;370
20115210;402
67717336;469
84042557;441
53696157;470
24821814;384
24396372;417
58753091;404
26163849;481
68543244;402
53660830;479
64368355;472
38616389;375
47405209;451
94049593;510
83011304;430
34572298;439
99473949;386
39927186;402
21974416;458
33789265;388
76031570;465
92375936;476
51174702;468
42457824;490
06214965;514
79803050;429
69195131;424
88834580;464
50769867;415
88128462;478
68216800;450
55802145;473
72139485;395
00355030;412
16650182;843
32055714;453
43975627;432
78702537;474
36466708;465
90624416;486
24047231;449
51915013;526
67097056;480
30231247;387
89460343;424
25962728;439
68872918;405
32927136;396
04722078;480
81455576;446
42792650;499
22145100;460
06623557;527
30099999;425
38876244;418
40627933;484
64875567;531
22565710;399
87131898;399
51650960;462
75156396;399
51673976;373
19749669;433
56534596;375
85587714;413
81851182;429
94369162;461
52698230;477
03432069;460
89960063;460
17769529;375
26235426;524
99001189;528
23457094;467
42878323;409
09625694;442
85948553;446
94004119;400
46755917;439
57401722;465
60729671;400
05491379;391
31202186;423
26099954;413
87722315;409
63900218;406
69191737;457
17996107;422
30341673;415
06648119;436
35280861;410
38305211;433
04258412;450
45546153;457
50071755;905
31885998;1357
96418983;406
60761296;404
31720748;984
35729422;452
86703957;414
12477400;387
17902590;403
15563864;415
02835346;442
96632066;441
38017499;1631
43523615;511
09268668;388
78742700;506
40760181;480
47473173;450
26199072;413
16268501;401
02339829;430
14842205;378
64434586;557
55704444;450
69928316;481
32160992;481
59687177;434
40385771;567
17814234;403
92279408;390
79227300;371
40998211;492
44940446;454
13428188;416
90210155;530
99965090;490
46522855;1457
69384334;385
23587828;402
21686373;426
45428722;849
54372209;470
52387828;485
04551423;484
13820643;554
39087276;517
39070519;405
25027160;430
24531484;430
07695615;490
85796616;425
04232981;527
12557027;425
68328225;434
73476441;504
99638984;430
66774625;398
12012503;441
60359100;434
16778177;431
87363054;385
20155774;391
15072318;429
19522406;415
96830605;433
70426771;455
70298968;422
95900634;397
77366448;1018
82820817;481
40608761;479
87697526;14391
91313634;657
93109581;469
09763183;521
15878764;488
98122472;430
46184963;434
14444553;399
84743972;428
94148550;518
85612458;446
93060057;405
57156091;382
10975527;399
38680373;526
66639586;410
05433393;515
56128155;407
53659470;424
17161256;454
37156861;470
48082719;451
69018453;478
60641118;471
93115141;411
