70334081;56908;No Encontrado
67734766;57956;No Encontrado
24044547;59685;No Encontrado
87784079;45077;No Encontrado
14243680;40227;No Encontrado
84152827;46233;No Encontrado
36639489;33290;No Encontrado
21376372;33593;No Encontrado
91300293;39870;No Encontrado
70373671;44641;No Encontrado
21894086;14153;No Encontrado
14774674;29394;No Encontrado
37110881;40243;ENCONTRADO
24313537;45480;No Encontrado
59767302;44753;ENCONTRADO
71531691;32748;ENCONTRADO
65493659;39575;No Encontrado
02941148;27176;No Encontrado
88325629;42116;No Encontrado
96724497;33760;ENCONTRADO
96101907;42833;No Encontrado
44575587;36518;No Encontrado
42938533;35613;No Encontrado
84288896;36113;ENCONTRADO
52791849;24056;ENCONTRADO
96512247;36279;No Encontrado
08363023;108124;ENCONTRADO
11050395;106167;No Encontrado
01211740;49441;No Encontrado
22491589;49650;ENCONTRADO
76075826;68546;ENCONTRADO
77537791;53635;ENCONTRADO
41742992;33313;No Encontrado
64603176;32364;No Encontrado
32583096;41506;No Encontrado
02270110;35523;No Encontrado
90000100;34117;ENCONTRADO
23007747;26977;No Encontrado
98892877;26666;No Encontrado
62887011;37560;No Encontrado
20041425;30612;No Encontrado
44433755;34506;No Encontrado
11406316;32154;No Encontrado
14484059;20368;ENCONTRADO
73621328;21252;ENCONTRADO
69277154;37019;No Encontrado
37482486;27380;No Encontrado
94998285;33373;No Encontrado
52923784;29606;ENCONTRADO
61037558;45789;No Encontrado
38607794;36695;ENCONTRADO
41534713;28383;No Encontrado
54896489;28832;No Encontrado
93691811;28369;No Encontrado
54554529;27254;No Encontrado
96046739;22992;ENCONTRADO
09001355;19242;No Encontrado
27515182;23062;No Encontrado
57325337;27462;ENCONTRADO
54409958;20843;ENCONTRADO
80298633;29395;No Encontrado
62995603;28946;No Encontrado
68640475;17724;No Encontrado
75305054;32218;No Encontrado
37757110;17097;No Encontrado
88846731;30953;No Encontrado
75028843;30229;No Encontrado
04697460;21067;ENCONTRADO
83380383;39769;No Encontrado
56047954;29223;No Encontrado
23593737;24570;No Encontrado
76125542;29249;No Encontrado
83668143;19322;No Encontrado
20770535;24206;No Encontrado
57435841;17463;No Encontrado
43770222;20951;No Encontrado
94037549;32151;No Encontrado
90596472;33371;No Encontrado
64676373;32721;No Encontrado
03592352;14087;No Encontrado
05806189;17504;No Encontrado
34028499;15181;No Encontrado
93602639;33456;No Encontrado
98657281;27510;ENCONTRADO
35680151;23481;ENCONTRADO
98792004;40083;No Encontrado
23018259;26105;ENCONTRADO
83153666;31419;ENCONTRADO
74657386;28671;No Encontrado
97625452;22303;No Encontrado
35287247;26467;No Encontrado
43194207;19634;ENCONTRADO
71930533;17240;No Encontrado
75861310;27730;No Encontrado
36165721;23069;No Encontrado
81729551;16630;ENCONTRADO
68339966;38579;No Encontrado
15768619;20137;ENCONTRADO
32579182;14732;No Encontrado
12361969;25150;ENCONTRADO
57413248;24890;No Encontrado
07091123;24600;ENCONTRADO
83952782;61510;No Encontrado
74474376;30141;No Encontrado
58327634;37600;ENCONTRADO
57834543;40194;No Encontrado
73705280;37657;No Encontrado
66092206;29550;No Encontrado
18354001;25526;ENCONTRADO
89087971;28684;No Encontrado
01583095;18762;No Encontrado
09888139;23599;No Encontrado
22227927;31678;No Encontrado
41916168;36400;No Encontrado
93314537;25377;ENCONTRADO
69613655;38673;No Encontrado
84438168;28174;No Encontrado
53349009;40801;No Encontrado
44133835;39678;No Encontrado
19168101;27830;No Encontrado
37731244;24274;No Encontrado
04713384;21305;No Encontrado
45568858;22302;No Encontrado
29283700;30113;No Encontrado
80949483;25937;No Encontrado
84069438;28654;No Encontrado
12665508;24066;No Encontrado
61913262;21285;ENCONTRADO
42646082;28682;No Encontrado
85177074;28437;No Encontrado
85163868;22958;ENCONTRADO
76839890;29052;No Encontrado
95153301;30406;No Encontrado
98338935;31169;ENCONTRADO
08830539;25048;No Encontrado
54939790;33762;ENCONTRADO
77253590;31222;No Encontrado
42829090;27969;ENCONTRADO
69691079;29122;No Encontrado
84091581;13388;No Encontrado
76475723;20134;ENCONTRADO
82857313;40157;No Encontrado
27546597;30338;No Encontrado
72649937;23993;No Encontrado
59412451;24687;No Encontrado
72851783;35150;No Encontrado
62767517;25025;ENCONTRADO
72694285;14364;No Encontrado
69216903;21586;ENCONTRADO
72802418;16439;No Encontrado
48806385;30054;No Encontrado
01854079;22217;No Encontrado
94683394;35339;No Encontrado
45364152;23865;ENCONTRADO
95439271;32685;No Encontrado
20544001;22779;No Encontrado
76254597;24469;No Encontrado
89842929;18911;No Encontrado
50002714;15166;No Encontrado
11331888;24028;No Encontrado
29206389;79273;No Encontrado
61975723;21958;No Encontrado
79375899;29623;ENCONTRADO
16712143;18369;No Encontrado
95021091;44995;No Encontrado
26252656;32676;No Encontrado
53417634;29845;No Encontrado
79985231;35386;No Encontrado
47709620;18929;No Encontrado
80604548;19088;No Encontrado
14227580;21667;No Encontrado
31947222;19259;ENCONTRADO
98786336;26716;No Encontrado
54159244;25940;No Encontrado
03027585;14511;ENCONTRADO
84768636;17118;No Encontrado
75336205;21390;ENCONTRADO
64821739;22401;ENCONTRADO
74657582;25628;No Encontrado
33307254;30322;No Encontrado
60831354;27055;ENCONTRADO
43082066;22825;ENCONTRADO
78351732;30745;No Encontrado
49615488;25810;No Encontrado
05667372;22147;No Encontrado
55809926;17719;No Encontrado
40760181;10639;ENCONTRADO
70737650;35509;No Encontrado
71022623;21960;ENCONTRADO
77703154;28978;No Encontrado
65146429;35649;No Encontrado
61425562;21899;No Encontrado
41252461;26961;ENCONTRADO
15211598;22740;No Encontrado
14286824;19978;No Encontrado
38332365;29969;No Encontrado
32835388;11083;No Encontrado
18923017;15120;No Encontrado
08365925;12279;No Encontrado
91915585;15344;No Encontrado
93691197;13285;ENCONTRADO
03405111;15811;No Encontrado
61317407;15165;ENCONTRADO
58530750;18987;No Encontrado
30624242;12395;ENCONTRADO
88134837;17332;ENCONTRADO
32838874;7718;No Encontrado
86002516;20030;No Encontrado
35652659;15954;No Encontrado
69084123;15897;No Encontrado
23341747;13164;No Encontrado
