70334081;11993445;No Encontrado
67734766;9130460;No Encontrado
24044547;9857569;No Encontrado
87784079;10229267;No Encontrado
14243680;7955495;No Encontrado
84152827;8558513;No Encontrado
36639489;7264834;No Encontrado
21376372;7516855;No Encontrado
91300293;8206565;No Encontrado
70373671;7630568;No Encontrado
21894086;8784400;No Encontrado
14774674;7399534;No Encontrado
37110881;8168838;ENCONTRADO
24313537;8210987;No Encontrado
59767302;7306222;ENCONTRADO
71531691;8352775;ENCONTRADO
65493659;9956416;No Encontrado
02941148;7846060;No Encontrado
88325629;8463437;No Encontrado
96724497;10081464;ENCONTRADO
96101907;10533257;No Encontrado
44575587;8587983;No Encontrado
42938533;7062823;No Encontrado
84288896;6697482;ENCONTRADO
52791849;7520318;ENCONTRADO
96512247;7637950;No Encontrado
08363023;7535098;ENCONTRADO
11050395;6941801;No Encontrado
01211740;7734298;No Encontrado
22491589;7296814;ENCONTRADO
76075826;7725174;ENCONTRADO
77537791;6671385;ENCONTRADO
41742992;11673522;No Encontrado
64603176;8669914;No Encontrado
32583096;9678393;No Encontrado
02270110;15958026;No Encontrado
90000100;8121273;ENCONTRADO
23007747;9651328;No Encontrado
98892877;8882112;No Encontrado
62887011;9645648;No Encontrado
20041425;7684165;No Encontrado
44433755;8001187;No Encontrado
11406316;7884407;No Encontrado
14484059;8487061;ENCONTRADO
73621328;7380083;ENCONTRADO
69277154;9355757;No Encontrado
37482486;8150275;No Encontrado
94998285;7670807;No Encontrado
52923784;6477925;ENCONTRADO
61037558;8109358;No Encontrado
38607794;6758553;ENCONTRADO
41534713;7605894;No Encontrado
54896489;7329004;No Encontrado
93691811;8077150;No Encontrado
54554529;9486049;No Encontrado
96046739;8102587;ENCONTRADO
09001355;7821718;No Encontrado
27515182;8641386;No Encontrado
57325337;7755052;ENCONTRADO
54409958;7646589;ENCONTRADO
80298633;9278612;No Encontrado
62995603;7804931;No Encontrado
68640475;7656845;No Encontrado
75305054;7732651;No Encontrado
37757110;7429963;No Encontrado
88846731;7802514;No Encontrado
75028843;8591556;No Encontrado
04697460;6402199;ENCONTRADO
83380383;7619845;No Encontrado
56047954;7767919;No Encontrado
23593737;7821502;No Encontrado
76125542;8127658;No Encontrado
83668143;9343148;No Encontrado
20770535;7646731;No Encontrado
57435841;7205330;No Encontrado
43770222;7863334;No Encontrado
94037549;7340169;No Encontrado
90596472;10343273;No Encontrado
64676373;8350603;No Encontrado
03592352;8051628;No Encontrado
05806189;7990289;No Encontrado
34028499;6951606;No Encontrado
93602639;8932166;No Encontrado
98657281;7054124;ENCONTRADO
